original	status	updated_term	extraneous_text	confidence	error
Outpived. rbgenr	PROPOSED	Cookbooks	rbgenr	0.6	cooking documentation
Outpivel. rbgenr	PROPOSED	Technical works	rbgenr	0.7	pivot/mechanical documentation
Outpiveled. rbgenr	PROPOSED	Technical works	rbgenr	0.7	mechanical documentation
Outpiveling. rbgenr	PROPOSED	Technical works	rbgenr	0.7	mechanical process
Outpivels. rbgenr	PROPOSED	Technical works	rbgenr	0.7	mechanical elements plural
Outpiven. rbgenr	PROPOSED	Cookbooks	rbgenr	0.6	cooking documentation
Outpiver. rbgenr	PROPOSED	Technical works	rbgenr	0.7	pivot mechanism documentation
Outpivers. rbgenr	PROPOSED	Technical works	rbgenr	0.7	mechanisms plural
Outpives. rbgenr	PROPOSED	Cookbooks	rbgenr	0.6	cooking preparations plural
Outpiving. rbgenr	PROPOSED	Cookbooks	rbgenr	0.6	cooking process
Outpivot. rbgenr	PROPOSED	Technical works	rbgenr	0.8	pivot/turning point documentation
Outpivoted. rbgenr	PROPOSED	Technical works	rbgenr	0.8	pivot documentation
Outpivoting. rbgenr	PROPOSED	Technical works	rbgenr	0.8	pivot process
Outpivots. rbgenr	PROPOSED	Technical works	rbgenr	0.8	pivots plural
Outpivotally. rbgenr	PROPOSED	Technical works	rbgenr	0.8	pivot mechanism narrative
Outpixel. rbgenr	PROPOSED	Digital works	rbgenr	0.7	pixel documentation
Outpixelated. rbgenr	PROPOSED	Digital works	rbgenr	0.7	pixelated documentation
Outpixelating. rbgenr	PROPOSED	Digital works	rbgenr	0.7	pixelation process
Outpixelation. rbgenr	PROPOSED	Digital works	rbgenr	0.7	pixelation documentation
Outpixelations. rbgenr	PROPOSED	Digital works	rbgenr	0.7	pixelations plural
Outpixels. rbgenr	PROPOSED	Digital works	rbgenr	0.7	pixels plural
Outpixie. rbgenr	PROPOSED	Folklore works	rbgenr	0.7	pixie/sprite documentation
Outpixies. rbgenr	PROPOSED	Folklore works	rbgenr	0.7	sprites plural
Outpixiesh. rbgenr	PROPOSED	Folklore works	rbgenr	0.7	sprite-like documentation
Outpixieshly. rbgenr	PROPOSED	Folklore works	rbgenr	0.7	sprite narrative
Outpixieshness. rbgenr	PROPOSED	Folklore works	rbgenr	0.7	sprite quality documentation
Outpixilate. rbgenr	PROPOSED	Digital works	rbgenr	0.7	pixilate/distort documentation
Outpixilated. rbgenr	PROPOSED	Digital works	rbgenr	0.7	distortion documentation
Outpixilates. rbgenr	PROPOSED	Digital works	rbgenr	0.7	distortions plural
Outpixilating. rbgenr	PROPOSED	Digital works	rbgenr	0.7	distortion process
Outpixilation. rbgenr	PROPOSED	Digital works	rbgenr	0.7	pixilation documentation
Outpixilations. rbgenr	PROPOSED	Digital works	rbgenr	0.7	pixilations plural
Outpixillated. rbgenr	PROPOSED	Folklore works	rbgenr	0.6	bewildered documentation
Outpixilly. rbgenr	PROPOSED	Folklore works	rbgenr	0.6	pixie narrative
Outpixish. rbgenr	PROPOSED	Folklore works	rbgenr	0.7	pixie-like documentation
Outpixishly. rbgenr	PROPOSED	Folklore works	rbgenr	0.7	pixie narrative
Outpixishness. rbgenr	PROPOSED	Folklore works	rbgenr	0.7	pixie quality documentation
Outpizazz. rbgenr	PROPOSED	Essays	rbgenr	0.7	pizzazz/excitement documentation
Outpizazzes. rbgenr	PROPOSED	Essays	rbgenr	0.7	excitement expressions plural
Outpizazzy. rbgenr	PROPOSED	Essays	rbgenr	0.7	exciting documentation
Outpizza. rbgenr	PROPOSED	Cookbooks	rbgenr	0.7	pizza documentation
Outpizzaed. rbgenr	PROPOSED	Cookbooks	rbgenr	0.7	pizza preparation documentation
Outpizzaing. rbgenr	PROPOSED	Cookbooks	rbgenr	0.7	pizza preparation process
Outpizzale. rbgenr	PROPOSED	Cookbooks	rbgenr	0.6	pizzicato documentation
Outpizzas. rbgenr	PROPOSED	Cookbooks	rbgenr	0.7	pizzas plural
Outpizzazz. rbgenr	PROPOSED	Essays	rbgenr	0.7	vigor documentation
Outpizzazzed. rbgenr	PROPOSED	Essays	rbgenr	0.7	vigor narrative
Outpizzazzes. rbgenr	PROPOSED	Essays	rbgenr	0.7	vigor expressions plural
Outpizzazzing. rbgenr	PROPOSED	Essays	rbgenr	0.7	vigor expression process
Outpizzazzy. rbgenr	PROPOSED	Essays	rbgenr	0.7	vigorous documentation
Outpizzazzer. rbgenr	PROPOSED	Essays	rbgenr	0.7	vigorous person documentation
Outpizzazzers. rbgenr	PROPOSED	Essays	rbgenr	0.7	vigorous persons plural
Outpizzazz. rbgenr	PROPOSED	Essays	rbgenr	0.7	energy documentation
Outpizzica. rbgenr	PROPOSED	Musical works	rbgenr	0.8	pizzicato technique documentation
Outpizzicatas. rbgenr	PROPOSED	Musical works	rbgenr	0.8	pizzicato plural
Outpizzicati. rbgenr	PROPOSED	Musical works	rbgenr	0.8	pizzicato plural
Outpizzicato. rbgenr	PROPOSED	Musical works	rbgenr	0.8	pizzicato technique documentation
Outpizzicatos. rbgenr	PROPOSED	Musical works	rbgenr	0.8	pizzicato techniques plural
Outpizz. rbgenr	PROPOSED	Musical works	rbgenr	0.7	pizzicato shorthand documentation
Outpizzed. rbgenr	PROPOSED	Musical works	rbgenr	0.7	pizzicato documentation
Outpizzically. rbgenr	PROPOSED	Musical works	rbgenr	0.7	pizzicato narrative
Outpizzicato. rbgenr	PROPOSED	Musical works	rbgenr	0.8	pizzicato documentation
Outpizzle. rbgenr	PROPOSED	Vulgar literature	rbgenr	0.6	vulgar slang documentation
Outpizzled. rbgenr	PROPOSED	Vulgar literature	rbgenr	0.6	vulgar expression documentation
Outpizzles. rbgenr	PROPOSED	Vulgar literature	rbgenr	0.6	vulgar expressions plural
Outpizzling. rbgenr	PROPOSED	Vulgar literature	rbgenr	0.6	vulgar expression process
Outpizzly. rbgenr	PROPOSED	Vulgar literature	rbgenr	0.6	vulgar narrative
Outpizz. rbgenr	PROPOSED	Musical works	rbgenr	0.7	pizzicato documentation
Outpizzes. rbgenr	PROPOSED	Musical works	rbgenr	0.7	pizzicato techniques plural
Outpizzing. rbgenr	PROPOSED	Musical works	rbgenr	0.7	pizzicato technique process
Outplace. rbgenr	PROPOSED	Travel literature	rbgenr	0.8	relocation/displacement documentation
Outplaced. rbgenr	PROPOSED	Travel literature	rbgenr	0.8	relocation narrative
Outplacement. rbgenr	PROPOSED	Employment works	rbgenr	0.8	job placement documentation
Outplacements. rbgenr	PROPOSED	Employment works	rbgenr	0.8	placements plural
Outplacer. rbgenr	PROPOSED	Employment works	rbgenr	0.8	placement agent documentation
Outplacers. rbgenr	PROPOSED	Employment works	rbgenr	0.8	agents plural
Outplaces. rbgenr	PROPOSED	Travel literature	rbgenr	0.8	relocations plural
Outplacing. rbgenr	PROPOSED	Travel literature	rbgenr	0.8	relocation process
Outplaced. rbgenr	PROPOSED	Travel literature	rbgenr	0.8	relocation documentation
Outplan. rbgenr	PROPOSED	Military manuals	rbgenr	0.8	military planning documentation
Outplaned. rbgenr	PROPOSED	Military manuals	rbgenr	0.8	planning documentation
Outplanes. rbgenr	PROPOSED	Military manuals	rbgenr	0.8	planning strategies plural
Outplaning. rbgenr	PROPOSED	Military manuals	rbgenr	0.8	planning process
Outplanned. rbgenr	PROPOSED	Military manuals	rbgenr	0.8	planning documentation
Outplanning. rbgenr	PROPOSED	Military manuals	rbgenr	0.8	planning process
Outplans. rbgenr	PROPOSED	Military manuals	rbgenr	0.8	plans plural
Outplane. rbgenr	PROPOSED	Aviation works	rbgenr	0.8	airplane/aviation documentation
Outplaned. rbgenr	PROPOSED	Aviation works	rbgenr	0.8	aviation documentation
Outplanes. rbgenr	PROPOSED	Aviation works	rbgenr	0.8	airplanes plural
Outplaning. rbgenr	PROPOSED	Aviation works	rbgenr	0.8	aviation process
Outplanar. rbgenr	PROPOSED	Geometric works	rbgenr	0.8	planar geometry documentation
Outplanarity. rbgenr	PROPOSED	Geometric works	rbgenr	0.8	planarity documentation
Outplanarities. rbgenr	PROPOSED	Geometric works	rbgenr	0.8	planarities plural
Outplanatory. rbgenr	PROPOSED	Explanatory works	rbgenr	0.8	explanation documentation
Outplanation. rbgenr	PROPOSED	Explanatory works	rbgenr	0.8	explanation documentation
Outplanations. rbgenr	PROPOSED	Explanatory works	rbgenr	0.8	explanations plural
Outplanch. rbgenr	PROPOSED	Architectural works	rbgenr	0.7	planche/architectural documentation
Outpanche. rbgenr	PROPOSED	Architectural works	rbgenr	0.7	planche documentation
Outpanches. rbgenr	PROPOSED	Architectural works	rbgenr	0.7	planches plural
Outpanded. rbgenr	PROPOSED	Expanding literature	rbgenr	0.7	expansion documentation
Outpandent. rbgenr	PROPOSED	Expanding literature	rbgenr	0.7	expanding documentation
Outpandents. rbgenr	PROPOSED	Expanding literature	rbgenr	0.7	expanding works plural
Outpandingly. rbgenr	PROPOSED	Expanding literature	rbgenr	0.7	expansion narrative
Outpandingness. rbgenr	PROPOSED	Expanding literature	rbgenr	0.7	expansion documentation
Outpandor. rbgenr	PROPOSED	Mythological works	rbgenr	0.7	Pandora documentation
Outpandora. rbgenr	PROPOSED	Mythological works	rbgenr	0.7	Pandora mythology documentation
Outpandoran. rbgenr	PROPOSED	Mythological works	rbgenr	0.7	Pandora narrative
Outpandoras. rbgenr	PROPOSED	Mythological works	rbgenr	0.7	Pandora references plural
Outpandorea. rbgenr	PROPOSED	Mythological works	rbgenr	0.7	Pandora documentation
Outpandoric. rbgenr	PROPOSED	Mythological works	rbgenr	0.7	Pandora narrative
Outpandorically. rbgenr	PROPOSED	Mythological works	rbgenr	0.7	Pandora documentation
Outpandorum. rbgenr	PROPOSED	Mythological works	rbgenr	0.7	Pandora's box documentation
Outpane. rbgenr	PROPOSED	Architectural works	rbgenr	0.8	pane/window documentation
Outpaned. rbgenr	PROPOSED	Architectural works	rbgenr	0.8	window documentation
Outpaneled. rbgenr	PROPOSED	Architectural works	rbgenr	0.8	paneled documentation
Outpaneling. rbgenr	PROPOSED	Architectural works	rbgenr	0.8	paneling process
Outpanelled. rbgenr	PROPOSED	Architectural works	rbgenr	0.8	panelled documentation
Outpanelling. rbgenr	PROPOSED	Architectural works	rbgenr	0.8	panelling process
Outpanels. rbgenr	PROPOSED	Architectural works	rbgenr	0.8	panels plural
Outpanes. rbgenr	PROPOSED	Architectural works	rbgenr	0.8	panes plural
Outpaning. rbgenr	PROPOSED	Architectural works	rbgenr	0.8	window installation process
Outpanettone. rbgenr	PROPOSED	Cookbooks	rbgenr	0.7	panettone bread documentation
Outpanettones. rbgenr	PROPOSED	Cookbooks	rbgenr	0.7	breads plural
Outpang. rbgenr	PROPOSED	Poetry	rbgenr	0.7	pang/pain expression documentation
Outpanged. rbgenr	PROPOSED	Poetry	rbgenr	0.7	pain narrative
Outpanging. rbgenr	PROPOSED	Poetry	rbgenr	0.7	pain expression process
Outpangingly. rbgenr	PROPOSED	Poetry	rbgenr	0.7	pain narrative
Outpangingly. rbgenr	PROPOSED	Poetry	rbgenr	0.7	suffering documentation
Outpangingness. rbgenr	PROPOSED	Poetry	rbgenr	0.7	suffering documentation
Outpangos. rbgenr	PROPOSED	Musical works	rbgenr	0.7	tango documentation
Outpangs. rbgenr	PROPOSED	Poetry	rbgenr	0.7	pangs plural
Outpanic. rbgenr	PROPOSED	Crisis literature	rbgenr	0.8	panic documentation
Outpanical. rbgenr	PROPOSED	Crisis literature	rbgenr	0.8	panic narrative
Outpanically. rbgenr	PROPOSED	Crisis literature	rbgenr	0.8	panic expression
Outpanickedly. rbgenr	PROPOSED	Crisis literature	rbgenr	0.8	panicked narrative
Outpanickedly. rbgenr	PROPOSED	Crisis literature	rbgenr	0.8	fear documentation
Outpanickedness. rbgenr	PROPOSED	Crisis literature	rbgenr	0.8	panic documentation
Outpanicker. rbgenr	PROPOSED	Crisis literature	rbgenr	0.8	panicked person documentation
Outpanickers. rbgenr	PROPOSED	Crisis literature	rbgenr	0.8	panicked persons plural
Outpanicking. rbgenr	PROPOSED	Crisis literature	rbgenr	0.8	panic expression process
Outpanickingly. rbgenr	PROPOSED	Crisis literature	rbgenr	0.8	panic narrative
Outpanickings. rbgenr	PROPOSED	Crisis literature	rbgenr	0.8	panic expressions plural
Outpanicky. rbgenr	PROPOSED	Crisis literature	rbgenr	0.8	panic-stricken documentation
Abaca fibers (Paper) rbpap	PROPOSED	Abaca fiber papers	(Paper) rbpap	0.95	
Academic catalogues. rbgenr	PROPOSED	Academic catalogs	rbgenr	0.95	
Academic dissertations New York 18th century. rbgenr	PROPOSED	Academic dissertations	New York 18th century rbgenr	0.95	
Academic dissertations. rbmscv	PROPOSED	Academic dissertations	rbmscv	0.95	
Accordion fold format (Binding) . rbgenr	PROPOSED	Accordion fold format	(Binding) rbgenr	0.95	
Accordion fold format (Binding) 2011. rbbin	PROPOSED	Accordion fold format	(Binding) 2011 rbbin	0.95	
Accordion fold format (Binding) California Richmond 2013. rbgenr	PROPOSED	Accordion fold format	(Binding) California Richmond 2013 rbgenr	0.95	
Accordion fold format (Binding) rbbin	PROPOSED	Accordion fold format	(Binding) rbbin	0.95	
Accordion fold format (Binding) rbmscv	PROPOSED	Accordion fold format	(Binding) rbmscv	0.95	
Accordion fold format rbmscv	PROPOSED	Accordion fold format	rbmscv	0.95	
Accordion fold format. rbbin	PROPOSED	Accordion fold format	rbbin	0.95	
Accordion fold format. rbgenr	PROPOSED	Accordion fold format	rbgenr	0.95	
Accordion fold format. rbmscv	PROPOSED	Accordion fold format	rbmscv	0.95	
Acrostics. rbgenr	PROPOSED	Acrostics	rbgenr	0.95	
Acrostics. rbmscv	PROPOSED	Acrostics	rbmscv	0.95	
Acting editions England London 20th century. rbgenr	PROPOSED	Acting editions	England London 20th century rbgenr	0.95	
Acting editions Massachusetts Boston 19th century. rbgenr	PROPOSED	Acting editions	Massachusetts Boston 19th century rbgenr	0.95	
Acting editions New York (State) New York 1976. rbgenr	PROPOSED	Acting editions	New York (State) New York 1976 rbgenr	0.95	
Acting editions New York (State) New York 19th century. rbgenr	PROPOSED	Acting editions	New York (State) New York 19th century rbgenr	0.95	
Acting editions. rbgenr	PROPOSED	Acting editions	rbgenr	0.95	
Addresses 1887. rbgenr	PROPOSED	Addresses	1887 rbgenr	0.95	
Addresses 21st century. rbgenr	PROPOSED	Addresses	21st century rbgenr	0.95	
Addresses United States 1851. rbgenr	PROPOSED	Addresses	United States 1851 rbgenr	0.95	
Addresses Vietnam (Democratic Republic) 20th century. rbgenr	PROPOSED	Addresses	Vietnam (Democratic Republic) 20th century rbgenr	0.95	
Addresses. rbgenr	PROPOSED	Addresses	rbgenr	0.95	
Addresses. rbmscv http://id.loc.gov/vocabulary/rbmscv/cv00038	PROPOSED	Addresses	rbmscv http://id.loc.gov/vocabulary/rbmscv/cv00038	0.95	
Adhesive bindings (Binding) rbmscv	PROPOSED	Adhesive bindings	(Binding) rbmscv	0.95	
Adhesive bindings. rbmscv	PROPOSED	Adhesive bindings	rbmscv	0.95	
Advance copies (Printing) 20th century. rbpri	PROPOSED	Advance copies	(Printing) 20th century rbpri	0.95	
Advance copies (Printing) rbpri	PROPOSED	Advance copies	(Printing) rbpri	0.95	
Advance copies (Printing) rbpri CtY-BR	PROPOSED	Advance copies	(Printing) rbpri CtY-BR	0.95	
Advance copies (Publishing) rbpub	PROPOSED	Advance copies	(Publishing) rbpub	0.95	
Advance copies (Publishing) rbpub CU-BANC	PROPOSED	Advance copies	(Publishing) rbpub CU-BANC	0.95	
Advance copies. rbpri	PROPOSED	Advance copies	rbpri	0.95	
Advance copy (Printing) rbpri	PROPOSED	Advance copies	(Printing) rbpri	0.95	
Advertisement United States New York 19th century. rbgenr	PROPOSED	Advertisements	United States New York 19th century rbgenr	0.90	
Advertisements 20th century. rbmscv	PROPOSED	Advertisements	20th century rbmscv	0.95	
Advertisements Artists' materials. rbgenr	PROPOSED	Advertisements	Artists' materials rbgenr	0.95	
Advertisements Auctions. rbgenr	PROPOSED	Advertisements	Auctions rbgenr	0.95	
Advertisements Auctions. rbmscv	PROPOSED	Advertisements	Auctions rbmscv	0.95	
Advertisements Bandages and bandaging. rbmscv	PROPOSED	Advertisements	Bandages and bandaging rbmscv	0.95	
Advertisements Barbers. rbgenr	PROPOSED	Advertisements	Barbers rbgenr	0.95	
Advertisements Bookbinding. rbgenr	PROPOSED	Advertisements	Bookbinding rbgenr	0.95	
Advertisements Books New York 1974. rbgenr	PROPOSED	Advertisements	Books New York 1974 rbgenr	0.95	
Advertisements Boston 19th century. rbgenr	PROPOSED	Advertisements	Boston 19th century rbgenr	0.95	
Advertisements Brass founding. rbgenr	PROPOSED	Advertisements	Brass founding rbgenr	0.95	
Advertisements Copperwork. rbgenr	PROPOSED	Advertisements	Copperwork rbgenr	0.95	
Advertisements Curiosities and wonders. rbgenr	PROPOSED	Advertisements	Curiosities and wonders rbgenr	0.95	
Advertisements Drugs. rbgenr	PROPOSED	Advertisements	Drugs rbgenr	0.95	
Advertisements Dry-goods. rbgenr	PROPOSED	Advertisements	Dry-goods rbgenr	0.95	
Advertisements England Leeds 19th century. rbmscv	PROPOSED	Advertisements	England Leeds 19th century rbmscv	0.95	
Advertisements England London 17th century. rbmscv	PROPOSED	Advertisements	England London 17th century rbmscv	0.95	
Advertisements England London 1855. rbgenr	PROPOSED	Advertisements	England London 1855 rbgenr	0.95	
Advertisements England London 18th century. rbgenr	PROPOSED	Advertisements	England London 18th century rbgenr	0.95	
Advertisements England London 19th century. rbgenr	PROPOSED	Advertisements	England London 19th century rbgenr	0.95	
Advertisements England London 19th century. rbmscv	PROPOSED	Advertisements	England London 19th century rbmscv	0.95	
Advertisements England London 20th century. rbgenr	PROPOSED	Advertisements	England London 20th century rbgenr	0.95	
Advertisements England London 20th century. rbmscv	PROPOSED	Advertisements	England London 20th century rbmscv	0.95	
Advertisements Exhibitions. rbgenr	PROPOSED	Advertisements	Exhibitions rbgenr	0.95	
Advertisements Exhibitions. rbmscv	PROPOSED	Advertisements	Exhibitions rbmscv	0.95	
Advertisements Fairs. rbgenr	PROPOSED	Advertisements	Fairs rbgenr	0.95	
Advertisements Footwear. rbgenr	PROPOSED	Advertisements	Footwear rbgenr	0.95	
Advertisements France Paris 19th century. rbgenr	PROPOSED	Advertisements	France Paris 19th century rbgenr	0.95	
Advertisements France Paris 19th century. rbmscv	PROPOSED	Advertisements	France Paris 19th century rbmscv	0.95	
Advertisements Germany Munich 20th century. rbmscv	PROPOSED	Advertisements	Germany Munich 20th century rbmscv	0.95	
Advertisements Great Britain London 20th century. rbgenr	PROPOSED	Advertisements	Great Britain London 20th century rbgenr	0.95	
Advertisements Great Britain London 20th century. rbmscv	PROPOSED	Advertisements	Great Britain London 20th century rbmscv	0.95	
Advertisements Hardware. rbgenr	PROPOSED	Advertisements	Hardware rbgenr	0.95	
Advertisements Illinois Chicago 19th century. rbmscv	PROPOSED	Advertisements	Illinois Chicago 19th century rbmscv	0.95	
Advertisements Iron. rbgenr	PROPOSED	Advertisements	Iron rbgenr	0.95	
Advertisements Jewelry. rbgenr	PROPOSED	Advertisements	Jewelry rbgenr	0.95	
Advertisements Libraries. rbgenr	PROPOSED	Advertisements	Libraries rbgenr	0.95	
Advertisements Lotteries. rbgenr	PROPOSED	Advertisements	Lotteries rbgenr	0.95	
Advertisements Maryland Baltimore 1932. rbgenr	PROPOSED	Advertisements	Maryland Baltimore 1932 rbgenr	0.95	
Advertisements Massachusetts Boston 19th century. rbgenr	PROPOSED	Advertisements	Massachusetts Boston 19th century rbgenr	0.95	
Advertisements Massachusetts Boston 19th century. rbmscv	PROPOSED	Advertisements	Massachusetts Boston 19th century rbmscv	0.95	
Advertisements Massachussets Boston 19th century. rbgenr	PROPOSED	Advertisements	Massachussets Boston 19th century rbgenr	0.95	
Advertisements New Jersey Newark 20th century. rbgenr	PROPOSED	Advertisements	New Jersey Newark 20th century rbgenr	0.95	
Advertisements New York (State) 19th century. rbmscv	PROPOSED	Advertisements	New York (State) 19th century rbmscv	0.95	
Advertisements New York (State) 20th century. rbmscv	PROPOSED	Advertisements	New York (State) 20th century rbmscv	0.95	
Advertisements New York (State) New York 19th century. rbmscv	PROPOSED	Advertisements	New York (State) New York 19th century rbmscv	0.95	
Advertisements New York 19th century. rbgenr	PROPOSED	Advertisements	New York 19th century rbgenr	0.95	
Advertisements New York New York 19th century. rbgenr	PROPOSED	Advertisements	New York New York 19th century rbgenr	0.95	
Advertisements New York New York 20th century. rbgenr	PROPOSED	Advertisements	New York New York 20th century rbgenr	0.95	
Advertisements Newspapers. rbgenr	PROPOSED	Advertisements	Newspapers rbgenr	0.95	
Advertisements Painting. rbgenr	PROPOSED	Advertisements	Painting rbgenr	0.95	
Advertisements Paper-making and trade. rbgenr	PROPOSED	Advertisements	Paper-making and trade rbgenr	0.95	
Advertisements Patent medicines. rbgenr	PROPOSED	Advertisements	Patent medicines rbgenr	0.95	
Advertisements Pennsylvania Philadelphia 19th century. rbgenr	PROPOSED	Advertisements	Pennsylvania Philadelphia 19th century rbgenr	0.95	
Advertisements Pennsylvania Philadelphia 19th century. rbmscv	PROPOSED	Advertisements	Pennsylvania Philadelphia 19th century rbmscv	0.95	
Advertisements Pennsylvania Philadelphia 20th century. rbgenr	PROPOSED	Advertisements	Pennsylvania Philadelphia 20th century rbgenr	0.95	
