655 - Local Param 04,id,original,status,updated_term,extraneous_text,confidence,error
Printed paper bindings. rbmscv MMeT,2320,Printed paper bindings. rbmscv MMeT,matched,Printed paper bindings,"rbmscv, MMeT",0.95,
Printed papers. rbmscv,2321,Printed papers. rbmscv,matched,Printed papers,rbmscv,1.0,
Printed waste (Binding) 17th century. rbbin MMeT,2322,Printed waste (Binding) 17th century. rbbin MMeT,matched,Printed waste,"(Binding) 17th century, rbbin, MMeT",1.0,
Printed waste (Binding) Italy 17th century. rbbin MMeT,2323,Printed waste (Binding) Italy 17th century. rbbin MMeT,matched,Printed waste,"(Binding) Italy 17th century, rbbin, MMeT",1.0,
Printed waste (Binding) rbbin MMeT,2324,Printed waste (Binding) rbbin MMeT,matched,Printed waste,"(Binding), rbbin, MMeT",1.0,
Printed wrappers (Binding) Germany 19th century. rbbin MMeT,2325,Printed wrappers (Binding) Germany 19th century. rbbin MMeT,matched,Printed wrappers,"(Binding) Germany 19th century, rbbin, MMeT",1.0,
Printed wrappers (Binding) rbmscv,2326,Printed wrappers (Binding) rbmscv,matched,Printed wrappers,"(Binding), rbmscv",1.0,
Printed wrappers. rbmscv,2327,Printed wrappers. rbmscv,matched,Printed wrappers,rbmscv,1.0,
Printed wrappers. rbmscv MMeT,2328,Printed wrappers. rbmscv MMeT,matched,Printed wrappers,"rbmscv, MMeT",0.95,
Printers' advertisements (Printing) Italy 17th century. rbpri,2329,Printers' advertisements (Printing) Italy 17th century. rbpri,matched,Printers' advertisements,"(Printing) Italy 17th century, rbpri",1.0,
Printers' advertisements England 17th century. rbgenr,2330,Printers' advertisements England 17th century. rbgenr,matched,Printers' advertisements,"England 17th century, rbgenr",1.0,
Printers' advertisements Maryland Baltimore 20th century. rbmscv,2331,Printers' advertisements Maryland Baltimore 20th century. rbmscv,matched,Printers' advertisements,"Maryland Baltimore 20th century, rbmscv",1.0,
Printers' advertisements Massachusetts Boston. rbgenr,2332,Printers' advertisements Massachusetts Boston. rbgenr,matched,Printers' advertisements,"Massachusetts Boston, rbgenr",1.0,
Printers' advertisements New York (State) Albany. rbgenr,2333,Printers' advertisements New York (State) Albany. rbgenr,matched,Printers' advertisements,"New York (State) Albany, rbgenr",1.0,
Printers' advertisements Pennsylvania Philadelphia. rbgenr,2334,Printers' advertisements Pennsylvania Philadelphia. rbgenr,matched,Printers' advertisements,"Pennsylvania Philadelphia, rbgenr",1.0,
Printers' advertisements Virginia Richmond. rbgenr,2335,Printers' advertisements Virginia Richmond. rbgenr,matched,Printers' advertisements,"Virginia Richmond, rbgenr",1.0,
Printer's advertisements. rbgenr,2336,Printer's advertisements. rbgenr,matched,Printers' advertisements,rbgenr,0.9,variant wording
Printer's devices (Printing) 1547. rbpri,2337,Printer's devices (Printing) 1547. rbpri,matched,Printers' devices,"(Printing) 1547, rbpri",1.0,
Printers' devices (Printing) Belgium Antwerp 16th century. rbpri,2338,Printers' devices (Printing) Belgium Antwerp 16th century. rbpri,matched,Printers' devices,"(Printing) Belgium Antwerp 16th century, rbpri",1.0,
Printers' devices (Printing) California San Francisco 20th century. rbpri,2339,Printers' devices (Printing) California San Francisco 20th century. rbpri,matched,Printers' devices,"(Printing) California San Francisco 20th century, rbpri",1.0,
Printers' devices (Printing) England 16th century. rbpri,2340,Printers' devices (Printing) England 16th century. rbpri,matched,Printers' devices,"(Printing) England 16th century, rbpri",1.0,
Printers' devices (Printing) England 17th century. rbpri,2341,Printers' devices (Printing) England 17th century. rbpri,matched,Printers' devices,"(Printing) England 17th century, rbpri",1.0,
Printers' devices (Printing) England 19th century. rbpri CaBViV,2342,Printers' devices (Printing) England 19th century. rbpri CaBViV,matched,Printers' devices,"(Printing) England 19th century, rbpri, CaBViV",1.0,
Printers' devices (Printing) England Berkshire 20th century. rbpri,2343,Printers' devices (Printing) England Berkshire 20th century. rbpri,matched,Printers' devices,"(Printing) England Berkshire 20th century, rbpri",1.0,
Printers' devices (Printing) England London 16th century. rbpri,2344,Printers' devices (Printing) England London 16th century. rbpri,matched,Printers' devices,"(Printing) England London 16th century, rbpri",1.0,
Printers' devices (Printing) England London 17th century. rbpri,2345,Printers' devices (Printing) England London 17th century. rbpri,matched,Printers' devices,"(Printing) England London 17th century, rbpri",1.0,
Printers' devices (Printing) England London 1915. rbpri,2346,Printers' devices (Printing) England London 1915. rbpri,matched,Printers' devices,"(Printing) England London 1915, rbpri",1.0,
Printers' devices (Printing) England London 19th century. rbpri,2347,Printers' devices (Printing) England London 19th century. rbpri,matched,Printers' devices,"(Printing) England London 19th century, rbpri",1.0,
Printer's devices (Printing) England London 20th century. rbpri,,,,,,,
Printers' devices (Printing) France 16th century. rbpri,2349,Printers' devices (Printing) France 16th century. rbpri,matched,Printers' devices,"(Printing) France 16th century, rbpri",1.0,
Printers' devices (Printing) France Lyon 16th century. rbpri,2350,Printers' devices (Printing) France Lyon 16th century. rbpri,matched,Printers' devices,"(Printing) France Lyon 16th century, rbpri",1.0,
Printers' devices (Printing) France Paris 16th century. rbpri,2351,Printers' devices (Printing) France Paris 16th century. rbpri,matched,Printers' devices,"(Printing) France Paris 16th century, rbpri",1.0,
Printers' devices (Printing) France Paris 17th century. rbpri,2352,Printers' devices (Printing) France Paris 17th century. rbpri,matched,Printers' devices,"(Printing) France Paris 17th century, rbpri",1.0,
Printers' devices (Printing) France Paris 20th century. rbpri,2353,Printers' devices (Printing) France Paris 20th century. rbpri,matched,Printers' devices,"(Printing) France Paris 20th century, rbpri",1.0,
Printers' devices (Printing) France Rouen 16th century. rbpri,2354,Printers' devices (Printing) France Rouen 16th century. rbpri,matched,Printers' devices,"(Printing) France Rouen 16th century, rbpri",1.0,
Printers' devices (Printing) Germany Cologne 16th century. rbpri,2355,Printers' devices (Printing) Germany Cologne 16th century. rbpri,matched,Printers' devices,"(Printing) Germany Cologne 16th century, rbpri",1.0,
Printers' devices (Printing) Germany Heidelberg rbpri,2356,Printers' devices (Printing) Germany Heidelberg rbpri,matched,Printers' devices,"(Printing) Germany Heidelberg, rbpri",1.0,
Printers' devices (Printing) Germany Heidelberg. rbpri,2357,Printers' devices (Printing) Germany Heidelberg. rbpri,matched,Printers' devices,"(Printing) Germany Heidelberg, rbpri",1.0,
Printers' devices (Printing) Germany Marburg 16th century. rbpri,2358,Printers' devices (Printing) Germany Marburg 16th century. rbpri,matched,Printers' devices,"(Printing) Germany Marburg 16th century, rbpri",1.0,
Printers' devices (Printing) Germany Trier 16th century. rbpri,2359,Printers' devices (Printing) Germany Trier 16th century. rbpri,matched,Printers' devices,"(Printing) Germany Trier 16th century, rbpri",1.0,
Printers' devices (Printing) Great Britain 20th century. rbpri,2360,Printers' devices (Printing) Great Britain 20th century. rbpri,matched,Printers' devices,"(Printing) Great Britain 20th century, rbpri",1.0,
Printers' devices (Printing) Italy 1540. rbpri,2361,Printers' devices (Printing) Italy 1540. rbpri,matched,Printers' devices,"(Printing) Italy 1540, rbpri",1.0,
Printers' devices (Printing) Italy 16th century. rbpri,2362,Printers' devices (Printing) Italy 16th century. rbpri,matched,Printers' devices,"(Printing) Italy 16th century, rbpri",1.0,
Printers devices (Printing) Italy 17th century. rbpri,2363,Printers devices (Printing) Italy 17th century. rbpri,matched,Printers' devices,"(Printing) Italy 17th century, rbpri",0.9,minor punctuation variant
Printers' devices (Printing) Italy 17th century. rbpri,2364,Printers' devices (Printing) Italy 17th century. rbpri,matched,Printers' devices,"(Printing) Italy 17th century, rbpri",1.0,
Printers' devices (Printing) Italy Bologna 16th century. rbpri,2365,Printers' devices (Printing) Italy Bologna 16th century. rbpri,matched,Printers' devices,"(Printing) Italy Bologna 16th century, rbpri",1.0,
Printers' devices (Printing) Italy Milan 18th century. rbpri,2366,Printers' devices (Printing) Italy Milan 18th century. rbpri,matched,Printers' devices,"(Printing) Italy Milan 18th century, rbpri",1.0,
Printers' devices (Printing) Italy Rome 18th century. rbpri,2367,Printers' devices (Printing) Italy Rome 18th century. rbpri,matched,Printers' devices,"(Printing) Italy Rome 18th century, rbpri",1.0,
Printers' devices (Printing) Italy Venice 1589. rbpri,2368,Printers' devices (Printing) Italy Venice 1589. rbpri,matched,Printers' devices,"(Printing) Italy Venice 1589, rbpri",1.0,
Printers' devices (Printing) Italy Venice 16th century. rbpri,2369,Printers' devices (Printing) Italy Venice 16th century. rbpri,matched,Printers' devices,"(Printing) Italy Venice 16th century, rbpri",1.0,
Printers' devices (Printing) Italy Venice. 16th century. rbpri,2370,Printers' devices (Printing) Italy Venice. 16th century. rbpri,matched,Printers' devices,"(Printing) Italy Venice 16th century, rbpri",0.95,formatting variant
Printers' devices (Printing) Netherlands 17th century. rbpri,2371,Printers' devices (Printing) Netherlands 17th century. rbpri,matched,Printers' devices,"(Printing) Netherlands 17th century, rbpri",1.0,
Printers' devices (Printing) New York (State) New York (City) 20th century. rbpri,2372,Printers' devices (Printing) New York (State) New York (City) 20th century. rbpri,matched,Printers' devices,"(Printing) New York (State) New York (City) 20th century, rbpri",1.0,
Printers' devices (Printing) rbgenr,2373,Printers' devices (Printing) rbgenr,matched,Printers' devices,rbgenr,0.9,
Printers' devices (Printing) rbmscv,2374,Printers' devices (Printing) rbmscv,matched,Printers' devices,rbmscv,0.9,
Printers devices (Printing) rbpri,2375,Printers devices (Printing) rbpri,matched,Printers' devices,rbpri,0.9,
Printers' devices (Printing) rbpri,2376,Printers' devices (Printing) rbpri,matched,Printers' devices,rbpri,1.0,
Printer's devices (Printing) rbpri,2377,Printer's devices (Printing) rbpri,matched,Printers' devices,rbpri,0.9,
Printers' devices (Printing) Rogers Bruce. rbpri,2378,Printers' devices (Printing) Rogers Bruce. rbpri,matched,Printers' devices,"Rogers Bruce, rbpri",0.85,
" Printers' devices (Printing) Rogers, Bruce. rbpri",,,,,,,
Printers' devices (Printing) Switzerland 16th century. rbpri,2380,Printers' devices (Printing) Switzerland 16th century. rbpri,matched,Printers' devices,"(Printing) Switzerland 16th century, rbpri",1.0,
Printers' devices (Printing) Switzerland Basel 16th century. rbpri,2381,Printers' devices (Printing) Switzerland Basel 16th century. rbpri,matched,Printers' devices,"(Printing) Switzerland Basel 16th century, rbpri",1.0,
Printers' devices (Printing) Switzerland Geneva 17th century. rbpri,2382,Printers' devices (Printing) Switzerland Geneva 17th century. rbpri,matched,Printers' devices,"(Printing) Switzerland Geneva 17th century, rbpri",1.0,
Printers' devices (Printing) Switzerland Zurich 17th century. rbpri,2383,Printers' devices (Printing) Switzerland Zurich 17th century. rbpri,matched,Printers' devices,"(Printing) Switzerland Zurich 17th century, rbpri",1.0,
Printers' devices (Printing) United States 20th century. rbpri,2384,Printers' devices (Printing) United States 20th century. rbpri,matched,Printers' devices,"(Printing) United States 20th century, rbpri",1.0,
Printers' devices (Printing). rbpri,2385,Printers' devices (Printing). rbpri,matched,Printers' devices,rbpri,1.0,
Printers' devices (Publishing) Great Britain 20th century. rbpub,2386,Printers' devices (Publishing) Great Britain 20th century. rbpub,matched,Printers' devices (Publishing),"Great Britain 20th century, rbpub",0.85,
Printers' devices (Publishing) rbpub,2387,Printers' devices (Publishing) rbpub,matched,Printers' devices (Publishing),rbpub,0.85,
Printers' devices rbmscv,,,,,,,
Printers' devices Switzerland 17th century. rbpri,2389,Printers' devices Switzerland 17th century. rbpri,matched,Printers' devices,"Switzerland 17th century, rbpri",0.95,
Printers' devices. rbgenr,2390,Printers' devices. rbgenr,matched,Printers' devices,rbgenr,0.9,
Printers' devices. rbmscv,2391,Printers' devices. rbmscv,matched,Printers' devices,rbmscv,0.9,
Printers' mottoes (Printing) rbpri,2392,Printers' mottoes (Printing) rbpri,matched,Printers' mottoes,"(Printing), rbpri",1.0,
Printers? devices (Printing) rbpri,2393,Printers? devices (Printing) rbpri,matched,Printers' devices,rbpri,0.7,punctuation variant
Printing in mulitple colors (Printing) England 17th century. rbpri,2394,Printing in mulitple colors (Printing) England 17th century. rbpri,matched,Printing in multiple colors,"(Printing) England 17th century, rbpri",0.8,typo in original (mulitple)
Printing in multiple colors (Printing) Austria Freistadt 17th century. rbpri,2395,Printing in multiple colors (Printing) Austria Freistadt 17th century. rbpri,matched,Printing in multiple colors,"(Printing) Austria Freistadt 17th century, rbpri",1.0,
Printing in multiple colors (Printing) England 19th century. rbpri,2396,Printing in multiple colors (Printing) England 19th century. rbpri,matched,Printing in multiple colors,"(Printing) England 19th century, rbpri",1.0,
Printing in multiple colors (Printing) England Cambridge 17th century. rbpri,2397,Printing in multiple colors (Printing) England Cambridge 17th century. rbpri,matched,Printing in multiple colors,"(Printing) England Cambridge 17th century, rbpri",1.0,
Printing in multiple colors (Printing) England London 17th century. rbpri,2398,Printing in multiple colors (Printing) England London 17th century. rbpri,matched,Printing in multiple colors,"(Printing) England London 17th century, rbpri",1.0,
Printing in multiple colors (Printing) Germany 16th century. rbpri,2399,Printing in multiple colors (Printing) Germany 16th century. rbpri,matched,Printing in multiple colors,"(Printing) Germany 16th century, rbpri",1.0,
Printing in multiple colors (Printing) Germany Frankfurt am Main 17th century. rbpri,2400,Printing in multiple colors (Printing) Germany Frankfurt am Main 17th century. rbpri,matched,Printing in multiple colors,"(Printing) Germany Frankfurt am Main 17th century, rbpri",1.0,
Printing in multiple colors (Printing) Italy Venice 15th century. rbpri,2401,Printing in multiple colors (Printing) Italy Venice 15th century. rbpri,matched,Printing in multiple colors,"(Printing) Italy Venice 15th century, rbpri",1.0,
Printing in multiple colors (Printing) New York (State) New York (City) 20th century. rbpri,2402,Printing in multiple colors (Printing) New York (State) New York (City) 20th century. rbpri,matched,Printing in multiple colors,"(Printing) New York (State) New York (City) 20th century, rbpri",1.0,
Printing in multiple colors (Printing) rbmscv,2403,Printing in multiple colors (Printing) rbmscv,matched,Printing in multiple colors,rbmscv,1.0,
Printing in multiple colors (Printing) rbpri,2404,Printing in multiple colors (Printing) rbpri,matched,Printing in multiple colors,rbpri,1.0,
Printing in multiple colors (Printing) United States 19th century. rbpri,2405,Printing in multiple colors (Printing) United States 19th century. rbpri,matched,Printing in multiple colors,"(Printing) United States 19th century, rbpri",1.0,
Printing in multiple colors (Printing) United States 20th century Specimens. rbpri,2406,Printing in multiple colors (Printing) United States 20th century Specimens. rbpri,matched,Printing in multiple colors,"(Printing) United States 20th century Specimens, rbpri",0.95,
Printing in multiple colors (Printing) United States 20th century. rbpri,,,,,,,
Printing in multiple colors (Printing) United States 9th century. rbpri,,,,,,,
Printing in multiple colors (Printing). rbpri,,,,,,,
Printing in multiple colors in separate passes (Printing) United States 19th century. rbpri,,,,,,,
Printing in multiple colors rbmscv,,,,,,,
Printing in multiple colors. rbmscv,,,,,,,
Printing in multiple colours (Printing) United States New York (City) 20th century. rbpri,,,,,,,
Printing privileges (Printing) Italy Venice 1589. rbpri,,,,,,,
Printing privileges (Printing) rbpri,,,,,,,
Printing privileges (Publishing) 17th century Holland Specimens. rbpub,,,,,,,
Printing privileges (Publishing) Belgium Antwerp 1576. rbpub,,,,,,,
Printing privileges (Publishing) Belgium Antwerp 16th century. rbpub,,,,,,,
Printing privileges (Publishing) Holland 17th century Specimens. rbpub,,,,,,,
Printing privileges (Publishing) rbpub,,,,,,,
Private press books (Printing) rbmscv,,,,,,,
Private press books (Printing) rbpri,,,,,,,
Private press books (Printing) rbpub,,,,,,,
Private press books (Publishing) California Willits. rbmscv,,,,,,,
Private press books (Publishing) England 20th century. rbpub,,,,,,,
Private press books (Publishing) England Berkshire 20th century. rbpub UkReU,,,,,,,
Private press books (Publishing) England London. rbgenr,,,,,,,
Private press books (Publishing) England Stratford-upon-Avon 20th century. rbpub,,,,,,,
Private press books (Publishing) England Waltham Saint Lawrence. rbgenr,,,,,,,
Private press books (Publishing) Iowa Iowa City. rbmscv,,,,,,,
Private press books (Publishing) New York. rbpub,,,,,,,
Private press books (Publishing) United States Massachusetts 20th century. rbpub,,,,,,,
Private press books California Willits. rbpub,,,,,,,
Private press books Iowa Iowa City. rbpub,,,,,,,
Private press books. rbmscv,,,,,,,
Privately published books (Publishing) England London 1788. rbpub,,,,,,,
Privately published books (Publishing) Germany Munich 1909. rbpub,,,,,,,
Privately published books (Publishing) rbpub,,,,,,,
Prize books (Provenance) France 18th century rbprov MMeT,,,,,,,
Promptbooks 19th century. rbgenr,,,,,,,
Promptbooks England London 20th century. rbgenr MH-HT,,,,,,,
Promptbooks Massachusetts Boston 19th century. rbgenr,,,,,,,
Promptbooks New York (State) New York 19th century. rbgenr MH-HT,,,,,,,
Promptbooks. rbgenr,,,,,,,
Proof copies (Printing) rbpri,,,,,,,
Proofs (Printing) - New York - 20th century. rbpri,,,,,,,
Proofs (Printing) - New York - 21st century. rbpri,,,,,,,
Proofs (Printing) - United States - 20th century. rbpri,,,,,,,
Proofs (Printing) - United States - 20th century. rbpri GEU,,,,,,,
Proofs (Printing) 20th century. rbpri,,,,,,,
Proofs (Printing) Massachusetts Boston 1997. rbpri,,,,,,,
Proofs (Printing) New York (State) New York 1950. rbpri CtY-BR,,,,,,,
Proofs (Printing) New York (State) New York 1960. rbpri CtY-BR,,,,,,,
Proofs (Printing) New York (State) New York 1964. rbpri CtY-BR,,,,,,,
Proofs (Printing) New York (State) New York 1975. rbpri CtY-BR,,,,,,,
Proofs (Printing) New York (State) New York 1980. rbpri CtY-BR,,,,,,,
Proofs (Printing) New York (State) New York 1985. rbgenr,,,,,,,
Proofs (Printing) New York (State) New York 1987. rbpri,,,,,,,
Proofs (Printing) New York (State) New York 1989. rbpri,,,,,,,
Proofs (Printing) New York (State) New York 1992. rbpri CtY-BR,,,,,,,
Proofs (Printing) New York (State) New York 1996. rbpri CtY-BR,,,,,,,
Proofs (Printing) New York (State) New York 2013. CtY-BR. rbpri,,,,,,,
Proofs (Printing) New York (State) Riverdale-on-Hudson 1999. rbpri CtY-BR,,,,,,,
Proofs (Printing) New York (State) United States 21st century. rbpri,,,,,,,
Proofs (Printing) New York 1991. rbpri,,,,,,,
Proofs (Printing) New York 20th century. rbpri,,,,,,,
Proofs (Printing) New York 21st century. rbpri,,,,,,,
Proofs (Printing) North Carolina Durham 1992. rbpri CtY-BR,,,,,,,
Proofs (Printing) rbpri,,,,,,,
Proofs (Printing) rbpri Cty-BR,,,,,,,
Proofs (Printing) United States 20th century. rbpri,,,,,,,
Proofs (Printing) United States New York 20th century. rbpri,,,,,,,
Proofs (Printing) United States New York 21st century. rbpri,,,,,,,
Proofs (Printing) Washington (State) Port Townshend 1998. rbpri CtY-BR,,,,,,,
Proofs (Printing) Wisconsin Madison 1999. CtY-BR. rbpri,,,,,,,
Proofs (Printing). rbpri,,,,,,,
Proofs (Publishing) Great Britain 19th century. CSmH. rbpub,,,,,,,
Proofs (Publishing) United States 20th century. rbpub,,,,,,,
Proofs United States 20th century. rbmscv,,,,,,,
Propaganda 20th century. rbgenr,,,,,,,
Prospectuses 1981. rbgenr,,,,,,,
Prospectuses New York (State) 21st century. rbgenr,,,,,,,
Prospectuses. rbgenr,,,,,,,
Prospectuses. rbmscv,,,,,,,
