id	original	status	updated_term	extraneous_text	confidence	error	GenreTerms
598,Authors' autographs (Provenance) 20th century. rbprov MMeT,,Authors' autographs,"(Provenance) 20th century, rbprov, MMeT",0.90,
599,Authors' autographs (Provenance) Knudson 2009. rbprov,,Authors' autographs,"(Provenance) Knudson 2009, rbprov",0.85,
600,Authors' autographs (Provenance) rbgenr,,Authors' autographs,"(Provenance), rbgenr",0.95,
601,Authors' autographs (Provenance) rbmscv,,Authors' autographs,"(Provenance), rbmscv",0.95,
602,Authors' autographs (Provenance) Redington 2014. rbprov,,Authors' autographs,"(Provenance) Redington 2014, rbprov",0.85,
603,Authors' presentation copies (Provenance) rbgenr,,Authors' presentation copies,"(Provenance), rbgenr",1.00,
604,Authors' presentation copies (Provenance) rbgenr MH-H,,Authors' presentation copies,"(Provenance), rbgenr, MH-H",0.90,
605,Authors' presentation copies (Provenance) rbprov MMeT,,Authors' presentation copies,"(Provenance), rbprov, MMeT",0.90,
606,Authors' presentation copies United States 20th century. rbmscv,,Authors' presentation copies,"United States 20th century, rbmscv",0.88,
607,Authors' presentation copies. rbmscv http://id.loc.gov/vocabulary/rbmscv/cv00183,,Authors' presentation copies,"rbmscv, http://id.loc.gov/vocabulary/rbmscv/cv00183",0.92,
608,Authors' presentation copies. rbmscv MMeT,,Authors' presentation copies,"rbmscv, MMeT",0.90,
609,Authors' presentation inscription (Provenance) Souci 1995. rbmscv,,Authors' presentation inscriptions,"(Provenance) Souci 1995, rbmscv",0.85,
610,Authors' presentation inscriptions (Provenance) England London 18th century. rbprov,,Authors' presentation inscriptions,"(Provenance) England London 18th century, rbprov",0.85,
611,Authors' presentation inscriptions (Provenance) rbmscv,,Authors' presentation inscriptions,"(Provenance), rbmscv",0.95,
612,Authors' presentation inscriptions (Provenance) rbprov MMeT,,Authors' presentation inscriptions,"(Provenance), rbprov, MMeT",0.90,
613,Authors' presentation inscriptions. rbmscv http://id.loc.gov/vocabulary/rbmscv/cv00181,,Authors' presentation inscriptions,"rbmscv, http://id.loc.gov/vocabulary/rbmscv/cv00181",0.92,
614,Authors'autographs. rbmscv,,Authors' autographs,rbmscv,0.90,minor punctuation variant
615,Authors'autographs. rbmscv NPV,,Authors' autographs,"rbmscv, NPV",0.88,
616,Authors'inscriptions. rbmscv,,Authors' inscriptions,rbmscv,0.95,
617,Authors'inscriptions. rbmscv NPV,,Authors' inscriptions,"rbmscv, NPV",0.88,
618,Autobigraphies 1937. rbgenr,,Autobiographies,"1937, rbgenr",0.75,typo in original (Autobigraphies -> Autobiographies)
619,Autobiographical fiction. rbgenr,,Autobiographies,rbgenr,0.60,category vs form (fiction vs autobiography) — no_match by rule B would be possible but here mapped cautiously; ambiguous mapping
620,Autobiographies 1936. rbgenr,,Autobiographies,"1936, rbgenr",0.88,
621,Autobiographies 19th century. rbgenr,,Autobiographies,"19th century, rbgenr",0.88,
622,Autobiographies 20th century Women authors. rbgenr,,Autobiographies,"20th century Women authors, rbgenr",0.80,
623,Autobiographies France 20th century. rbmscv,,Autobiographies,"France 20th century, rbmscv",0.88,
624,Autobiographies France Paris 18th century. rbgenr,,Autobiographies,"France Paris 18th century, rbgenr",0.88,
625,Autobiographies Massachusetts Boston 20th century. rbgenr,,Autobiographies,"Massachusetts Boston 20th century, rbgenr",0.88,
626,Autobiographies Spain Madrid 18th century. rbgenr,,Autobiographies,"Spain Madrid 18th century, rbgenr",0.88,
627,Autobiographies United States 19th century. rbgenr,,Autobiographies,"United States 19th century, rbgenr",0.88,
628,Autobiographies United States 20th century. rbgenr,,Autobiographies,"United States 20th century, rbgenr",0.88,
629,Autobiographies. rbgenr,,Autobiographies,rbgenr,1.00,
630,Autobiographies. rbmscv,,Autobiographies,rbmscv,1.00,
631,Autographs (Provenance) 20th century. rbprov MMeT,,Autographs,"(Provenance) 20th century, rbprov, MMeT",0.90,
632,Autographs (Provenance) rbmscv PPA,,Autographs,"(Provenance), rbmscv, PPA",0.90,
633,Autographs (Provenance) rbprov MMeT,,Autographs,"(Provenance), rbprov, MMeT",0.90,
634,Autographs. rbmscv,,Autographs,rbmscv,1.00,
635,Autographs. rbmscv CU-BANC,,Autographs,"rbmscv, CU-BANC",0.90,
636,Autographs. rbmscv http://id.loc.gov/vocabulary/rbmscv/cv00177,,Autographs,"rbmscv, http://id.loc.gov/vocabulary/rbmscv/cv00177",0.92,
637,Autographs. rbmscv MMeT,,Autographs,"rbmscv, MMeT",0.90,
638,Baccalaureate addresses 1800. rbgenr,,Baccalaureate addresses,"1800, rbgenr",1.00,
639,Backless bindings (Binding) rbmscv,,Backless bindings,"(Binding), rbmscv",1.00,
640,Backless bindings. rbmscv,,Backless bindings,rbmscv,1.00,
641,Ballads 1965. rbgenr,,Ballads,"1965, rbgenr",0.88,
642,Ballads England 17th century. rbgenr,,Ballads,"England 17th century, rbgenr",0.88,
643,Ballads. rbgenr,,Ballads,rbgenr,1.00,
644,Bamboo fibers (Paper) United States 21st century. rbpap,,Bamboo fiber papers,"United States 21st century, rbpap",0.95,
645,Banned works 20th century. rbmscv,,Banned works,"20th century, rbmscv",1.00,
646,Bevelled edge boards (Binding) Germany 16th century. rbbin MMeT,,Bevelled edge boards,"(Binding) Germany 16th century, rbbin, MMeT",0.90,
647,Bibliographies. rbgenr,,Bibliographies,rbgenr,1.00,
648,Bibliographies. rbmscv,,Bibliographies,rbmscv,1.00,
649,Bildungsromane 1903. rbgenr,,Bildungsromane,"1903, rbgenr",1.00,
650,Bildungsromane 1940. rbgenr,,Bildungsromane,"1940, rbgenr",1.00,
651,Bildungsromane 1974. rbgenr,,Bildungsromane,"1974, rbgenr",1.00,
652,Bildungsromans 1903. rbgenr,,Bildungsromane,"1903, rbgenr",0.80,variant pluralization
653,Bildungsromans 1951. rbgenr,,Bildungsromane,"1951, rbgenr",0.80,
654,Bildungsromans 1983. rbgenr,,Bildungsromane,"1983, rbgenr",0.80,
655,Bildungsromans 1994. rbgenr,,Bildungsromane,"1994, rbgenr",0.80,
656,Bildungsromans. rbgenr,,Bildungsromane,rbgenr,0.80,
657,Binders' instructions (Binding) England 18th century. rbbin MMeT,,Binders' instructions,"(Binding) England 18th century, rbbin, MMeT",0.90,
658,Binding errors (Binding) rbbin,,Binding errors,"(Binding), rbbin",1.00,
659,Binding errors (Binding) rbbin MMeT,,Binding errors,"(Binding), rbbin, MMeT",0.95,
660,Binding labels (Binding) 17th century. rbbin MMeT,,Binding labels,"(Binding) 17th century, rbbin, MMeT",0.90,
661,Binding labels (Binding) rbbin,,Binding labels,"(Binding), rbbin",0.95,
662,Binding labels (Binding) rbbin MMeT,,Binding labels,"(Binding), rbbin, MMeT",0.95,
663,Binding labels (Binding). rbbin,,Binding labels,"(Binding), rbbin",0.95,
664,Biographical fiction 1930. rbgenr,,Biographical fiction,"1930, rbgenr",1.00,
665,Biographical fiction 1949. rbgenr,,Biographical fiction,"1949, rbgenr",1.00,
666,Biographical fiction 1952. rbgenr,,Biographical fiction,"1952, rbgenr",1.00,
667,Biographical fiction 1989. rbgenr,,Biographical fiction,"1989, rbgenr",1.00,
668,Biographical fiction 2004. rbgenr,,Biographical fiction,"2004, rbgenr",1.00,
669,Biographical fiction. rbgenr,,Biographical fiction,rbgenr,1.00,
670,Biographies 16th century. rbgenr,,Biographies,"16th century, rbgenr",1.00,
671,Biographies 1888. rbgenr,,Biographies,"1888, rbgenr",1.00,
672,Biographies 18th century. rbgenr,,Biographies,"18th century, rbgenr",1.00,
673,Biographies 1951. rbgenr,,Biographies,"1951, rbgenr",1.00,
674,Biographies 1979. rbgenr,,Biographies,"1979, rbgenr",1.00,
675,Biographies 1989. rbgenr,,Biographies,"1989, rbgenr",1.00,
676,Biographies 1992. rbgenr,,Biographies,"1992, rbgenr",1.00,
677,Biographies 1999. rbgenr,,Biographies,"1999, rbgenr",1.00,
678,Biographies 19th century. rbgenr,,Biographies,"19th century, rbgenr",1.00,
679,Biographies 2000. rbgenr,,Biographies,"2000, rbgenr",1.00,
680,Biographies 2004. rbgenr,,Biographies,"2004, rbgenr",1.00,
681,Biographies 20th century. rbgenr,,Biographies,"20th century, rbgenr",1.00,
682,Biographies England London 17th century. rbgenr,,Biographies,"England London 17th century, rbgenr",0.88,
683,Biographies England London 18th century. rbgenr,,Biographies,"England London 18th century, rbgenr",0.88,
684,Biographies Great Britain 20th century. rbgenr,,Biographies,"Great Britain 20th century, rbgenr",0.88,
685,Biographies Italy 17th century. rbgenr,,Biographies,"Italy 17th century, rbgenr",0.88,
686,Biographies Italy Naples 18th century. rbgenr,,Biographies,"Italy Naples 18th century, rbgenr",0.88,
687,Biographies United States 1978. rbgenr,,Biographies,"United States 1978, rbgenr",0.88,
688,Biographies United States 19th century. rbgenr,,Biographies,"United States 19th century, rbgenr",0.88,
689,Biographies. rbgenr,,Biographies,rbgenr,1.00,
690,Biographies. rbgenr (local)335327,,Biographies,"rbgenr, (local)335327",0.85,
691,Biographies. rbgenr E8W,,Biographies,"rbgenr, E8W",0.85,
692,Biographies. rbgenr LO/C32,,Biographies,"rbgenr, LO/C32",0.85,
693,Biographies. rbgenr LO/C43,,Biographies,"rbgenr, LO/C43",0.85,
694,Biographies. rbmscv,,Biographies,rbmscv,1.00,
695,Biographies. rbmscv http://id.loc.gov/vocabulary/rbmscv/cv00185,,Biographies,"rbmscv, http://id.loc.gov/vocabulary/rbmscv/cv00185",0.92,
696,Biography. rbgenr,,Biographies,rbgenr,0.70,singular/plural mapping
697,black ebony (wood). rbmscv,,,"black ebony (wood), rbmscv",0.00,no_match (not in rbms_terms.json)
698,Black letter types (Type evidence) Germany 16th century. rbpri,,Black letter types,"(Type evidence) Germany 16th century, rbpri",1.00,
699,Black letter types (Type evidence) Germany 16th century. rbtyp,,Black letter types,"(Type evidence) Germany 16th century, rbtyp",0.95,
700,Black letter types (Type evidence) Italy 15th century. rbtyp,,Black letter types,"(Type evidence) Italy 15th century, rbtyp",0.95,
701,Blank forms. rbgenr,,Blank forms,rbgenr,1.00,
702,Blank forms. rbmscv,,Blank forms,rbmscv,1.00,
703,Blind impressions (Printing) Italy Verona 1540. rbpri,,Blind impressions,"(Printing) Italy Verona 1540, rbpri",1.00,
704,Blind stamped bindings (Binding) 17th century. rbbin MMeT,,Blind stamped bindings,"(Binding) 17th century, rbbin, MMeT",1.00,
705,Blind stamped bindings (Binding) rbbin,,Blind stamped bindings,"(Binding), rbbin",1.00,
706,Blind stamped bindings (Binding) rbbin MMeT,,Blind stamped bindings,"(Binding), rbbin, MMeT",1.00,
707,Blind stamped bindings. rbmscv MMeT,,Blind stamped bindings,"rbmscv, MMeT",0.95,
708,Blind stamps (Provenance) rbprov MMeT,,Blind stamps,"(Provenance), rbprov, MMeT",1.00,
709,Blind tooled bindings (Binding) 16th century. rbbin MMeT,,Blind tooled bindings,"(Binding) 16th century, rbbin, MMeT",1.00,
710,Blind tooled bindings (Binding) 17th century. rbbin MMeT,,Blind tooled bindings,"(Binding) 17th century, rbbin, MMeT",1.00,
711,Blind tooled bindings (Binding) 18th century. rbbin MMeT,,Blind tooled bindings,"(Binding) 18th century, rbbin, MMeT",1.00,
712,Blind tooled bindings (Binding) 19th century. rbbin MMeT,,Blind tooled bindings,"(Binding) 19th century, rbbin, MMeT",1.00,
713,Blind tooled bindings (Binding) 20th century. rbbin MMeT,,Blind tooled bindings,"(Binding) 20th century, rbbin, MMeT",1.00,
714,Blind tooled bindings (Binding) Germany 16th century. rbbin MMeT,,Blind tooled bindings,"(Binding) Germany 16th century, rbbin, MMeT",1.00,
715,Blind tooled bindings (Binding) Italy Florence 16th century. rbbin MMeT,,Blind tooled bindings,"(Binding) Italy Florence 16th century, rbbin, MMeT",1.00,
716,Blind tooled bindings (Binding) rbbin,,Blind tooled bindings,"(Binding), rbbin",1.00,
717,Blind tooled bindings (Binding) rbbin MMeT,,Blind tooled bindings,"(Binding), rbbin, MMeT",1.00,
718,Blind tooled bindings (Binding). rbbin MMeT,,Blind tooled bindings,"rbbin, MMeT",0.95,
719,Blind tooled bindings (Bindings) rbbin MMeT,,Blind tooled bindings,"(Bindings), rbbin, MMeT",0.95,
720,Blind tooled bindings (Bindings). rbbin MMeT,,Blind tooled bindings,"rbbin, MMeT",0.95,
721,Blind tooled bindings. rbmscv MMeT,,Blind tooled bindings,"rbmscv, MMeT",0.95,
722,Blocked bindings (Binding) rbbin MMeT,,Blocked bindings,"(Binding), rbbin, MMeT",1.00,
723,Blow books rbmscv,,Blow books,rbmscv,1.00,
724,Board fastenings (Binding) rbbin MMeT,,Bosses (Bindings),"(Binding) board fastenings mapped to Bosses (Bindings)?, rbbin, MMeT",0.60,ambiguous — no exact RBMS term for 'Board fastenings' so best match attempted
725,Boards (Binding) 20th century. rbbin MMeT,,Boards,"(Binding) 20th century, rbbin, MMeT",1.00,
726,Boards (Binding) rbbin MMeT,,Boards,"(Binding), rbbin, MMeT",1.00,
727,Boards. rbmscv,,Boards,rbmscv,1.00,
728,Book advertisements United States 1984. rbgenr,,Advertisements,"Book advertisements United States 1984, rbgenr",0.90,
729,Book prices (Publishing) Great Britain 19th century. rbpub,,Book prices,"(Publishing) Great Britain 19th century, rbpub",0.95,
730,Book prospectuses United States 20th century. rbgenr,,Book prospectuses,"United States 20th century, rbgenr",1.00,
731,Bookmarks. rbgenr,,Bookmarks,rbgenr,1.00,
732,Bookplates (Provenance) 19th century. rbprov MMeT,,Bookplates,"(Provenance) 19th century, rbprov, MMeT",1.00,
733,Bookplates (Provenance) 20th century rbprov MMeT,,Bookplates,"(Provenance) 20th century, rbprov, MMeT",1.00,
734,Bookplates (Provenance) 20th century. rbprov,,Bookplates,"(Provenance) 20th century, rbprov",1.00,
735,Bookplates (Provenance) 20th century. rbprov MMeT,,Bookplates,"(Provenance) 20th century, rbprov, MMeT",1.00,
736,Bookplates (Provenance) England London 17th century. rbprov MMeT,,Bookplates,"(Provenance) England London 17th century, rbprov, MMeT",1.00,
737,Bookplates (Provenance) rbbin,,Bookplates,"(Provenance), rbbin",0.95,
738,Bookplates (Provenance) rbprov,,Bookplates,"(Provenance), rbprov",1.00,
739,Bookplates (Provenance) rbprov MMeT,,Bookplates,"(Provenance), rbprov, MMeT",1.00,
740,Bookplates (Provenance). rbprov,,Bookplates,"(Provenance), rbprov",1.00,
741,Bookplates (Provenance). rbprov MMeT,,Bookplates,"(Provenance), rbprov, MMeT",1.00,
742,Bookplates. rbmscv,,Bookplates,rbmscv,1.00,
743,Bookplates. rbmscv http://id.loc.gov/vocabulary/rbmscv/cv00138,,Bookplates,"rbmscv, http://id.loc.gov/vocabulary/rbmscv/cv00138",0.95,
744,Books issued in fascicles (Publishing) Original fascicles. rbpub,,Part-issued books in volume form,"(Publishing) Original fascicles, rbpub",0.85,
745,Books issued in fascicles (Publishing) rbpub,,Part-issued books in volume form,"(Publishing), rbpub",0.85,
746,Books of hours. rbgenr,,Books of hours,rbgenr,1.00,
747,Books printed as advertisements 1868. rbgenr,,Books printed as advertisements,"1868, rbgenr",1.00,
748,Books printed as advertisements. rbgenr,,Books printed as advertisements,rbgenr,1.00,
749,Booksellers' advertisements Austria Vienna 1923. rbgenr,,Booksellers' advertisements,"Austria Vienna 1923, rbgenr",1.00,
750,Booksellers' advertisements Connecticut Danbury. rbgenr,,Booksellers' advertisements,"Connecticut Danbury, rbgenr",1.00,
751,Booksellers' advertisements Connecticut Danbury. rbmscv,,Booksellers' advertisements,"Connecticut Danbury, rbmscv",1.00,
752,Booksellers' advertisements Connecticut Hartford. rbgenr,,Booksellers' advertisements,"Connecticut Hartford, rbgenr",1.00,
753,Booksellers' advertisements Connecticut New London. rbgenr,,Booksellers' advertisements,"Connecticut New London, rbgenr",1.00,
754,Booksellers' advertisements Connecticut Norwich. rbgenr,,Booksellers' advertisements,"Connecticut Norwich, rbgenr",1.00,
755,Booksellers' advertisements Connecticut Norwich. rbmscv,,Booksellers' advertisements,"Connecticut Norwich, rbmscv",1.00,
756,Booksellers' advertisements Delaware Wilmington. rbgenr,,Booksellers' advertisements,"Delaware Wilmington, rbgenr",1.00,
757,Booksellers' advertisements Delaware Wilmington. rbmscv,,Booksellers' advertisements,"Delaware Wilmington, rbmscv",1.00,
758,Booksellers' advertisements England 17th century. rbgenr,,Booksellers' advertisements,"England 17th century, rbgenr",1.00,
759,Booksellers' advertisements England London 1697. rbgenr,,Booksellers' advertisements,"England London 1697, rbgenr",1.00,
760,Booksellers' advertisements England London 1771. rbgenr,,Booksellers' advertisements,"England London 1771, rbgenr",1.00,
761,Booksellers' advertisements England London 1783. rbgenr,,Booksellers' advertisements,"England London 1783, rbgenr",1.00,
762,Booksellers' advertisements England London 1785. rbgenr,,Booksellers' advertisements,"England London 1785, rbgenr",1.00,
763,Booksellers' advertisements England London 1818. rbgenr,,Booksellers' advertisements,"England London 1818, rbgenr",1.00,
764,Booksellers' advertisements England London 18th century. rbgenr,,Booksellers' advertisements,"England London 18th century, rbgenr",1.00,
765,Booksellers' advertisements England London 18th century. rbmscv,,Booksellers' advertisements,"England London 18th century, rbmscv",1.00,
766,Booksellers' advertisements Maryland Baltimore. rbgenr,,Booksellers' advertisements,"Maryland Baltimore, rbgenr",1.00,
767,Booksellers' advertisements Massachusetts Boston. rbgenr,,Booksellers' advertisements,"Massachusetts Boston, rbgenr",1.00,
768,Booksellers' advertisements Massachusetts Boston. rbmscv,,Booksellers' advertisements,"Massachusetts Boston, rbmscv",1.00,
769,Booksellers' advertisements Massachusetts Newburyport. rbgenr,,Booksellers' advertisements,"Massachusetts Newburyport, rbgenr",1.00,
770,Booksellers' advertisements Massachusetts Taunton. rbgenr,,Booksellers' advertisements,"Massachusetts Taunton, rbgenr",1.00,
771,Booksellers' advertisements Massachusetts Worcester. rbgenr,,Booksellers' advertisements,"Massachusetts Worcester, rbgenr",1.00,
